market,funding_total_usd,status,country_code,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_fincing,private_equity
Hardware+Software,,operating,DEU,2008,0,0,0,0,0,0,0
Telecommunications,90000,operating,CAN,2012,90000,0,0,0,0,0,0
Peer-to-Peer,17400000,operating,USA,2013,5400000,12000000,0,0,0,0,0
Software,2030000,operating,FRA,2000,0,2030000,0,0,0,0,0
EnterpriseSoftware,3020000,operating,USA,2013,3020000,0,0,0,0,0,0
Biotechnology,782625,operating,USA,2009,782625,0,0,0,0,0,0
Software,21000000,acquired,USA,1976,0,21000000,0,0,0,0,0
Marketplaces,40000000,operating,IDN,2006,0,0,0,0,0,0,40000000
Consulting,909150,operating,,1994,0,0,0,909150,0,0,0
Software,8000000,operating,CAN,2006,0,8000000,0,0,0,0,0
Networking,5000000,operating,ISR,1990,0,0,0,0,0,5000000,0
Software,630000,operating,USA,2009,10000,550000,0,0,0,0,0
Design,2500000,operating,,2011,2500000,0,0,0,0,0,0
MobilePayments,14403910,operating,DEU,2011,797790,13606120,0,0,0,0,0
Software,48501,operating,USA,2011,48501,0,0,0,0,0,0
iPhone,100000,closed,USA,2010,100000,0,0,0,0,0,0
Software,51410000,operating,GBR,2007,0,51410000,0,0,0,0,0
B2B,7000000,operating,USA,2008,0,7000000,0,0,0,0,0
E-Commerce,200000,operating,DEU,2011,200000,0,0,0,0,0,0
OnlineShopping,317000,operating,,2014,317000,0,0,0,0,0,0
Software,9900000,operating,USA,1994,0,9900000,0,0,0,0,0
E-Commerce,550000,operating,USA,2008,550000,0,0,0,0,0,0
Software,1170000,operating,USA,1998,0,1170000,0,0,0,0,0
E-Commerce,,closed,USA,2009,0,0,0,0,0,0,0
Restaurants,10025000,operating,USA,2009,0,9350000,0,0,0,675000,0
Software,37000000,operating,CHN,2011,0,37000000,0,0,0,0,0
HealthCare,2091000,operating,FRA,2002,0,2091000,0,0,0,0,0
E-Commerce,4000000,operating,USA,2010,2800000,1200000,0,0,0,0,0
Fince,1398000,operating,USA,2010,898000,500000,0,0,0,0,0
Sports,200000,operating,USA,2012,200000,0,0,0,0,0,0
CleanTechnology,24000000,operating,GBR,,0,24000000,0,0,0,0,0
Hardware+Software,463181,operating,FRA,2012,463181,0,0,0,0,0,0
CleanTechnology,7000000,operating,ISR,,0,7000000,0,0,0,0,0
Biotechnology,3710000,operating,FRA,,0,3710000,0,0,0,0,0
,25000000,operating,USA,,0,0,0,0,0,0,0
Biotechnology,50600000,operating,SWE,,0,0,0,0,0,0,0
EnterpriseSoftware,,operating,FRA,2010,0,0,0,0,0,0,0
HealthandWellness,9854461,operating,USA,,0,0,0,0,0,9854461,0
SocialMedia,30000,operating,GBR,2009,30000,0,0,0,0,0,0
Software,10384999,operating,USA,2006,0,10384999,0,0,0,0,0
Hospitality,,operating,USA,2012,0,0,0,0,0,0,0
E-Commerce,50000,operating,IND,2011,0,0,0,0,0,0,0
Biotechnology,40000,operating,CZE,,40000,0,0,0,0,0,0
Hospitality,,operating,,,0,0,0,0,0,0,0
,,operating,USA,2010,0,0,0,0,0,0,0
CleanTechnology,,operating,USA,1998,0,0,0,0,0,0,0
Consulting,,operating,USA,2008,0,0,0,0,0,0,0
OrganicFood,,operating,USA,2007,0,0,0,0,0,0,0
HealthandWellness,3045000,operating,USA,2007,0,3045000,0,0,0,0,0
Mobile,3900000,operating,USA,2010,0,3900000,0,0,0,0,0
Biotechnology,26352435,operating,USA,,7662675,3489760,0,0,0,0,15200000
,3528114,operating,KOR,2009,0,3528114,0,0,0,0,0
Biotechnology,3315000,operating,USA,2008,0,0,0,0,0,0,1300000
CuratedWeb,150000,closed,,2011,150000,0,0,0,0,0,0
Email,,operating,USA,2005,0,0,0,0,0,0,0
Biotechnology,,operating,USA,2013,0,0,0,0,0,0,0
Manufacturing,1286600,operating,,2010,0,1286600,0,0,0,0,0
Biotechnology,26500000,closed,USA,,0,26500000,0,0,0,0,0
,50000,,RUS,,20000,0,0,0,0,0,0
CleanTechnology,55000000,operating,IND,2007,0,0,0,0,0,0,55000000
Education,1000000,operating,CHN,,0,1000000,0,0,0,0,0
E-Commerce,90000,operating,UZB,2006,90000,0,0,0,0,0,0
Software,5809932,operating,GBR,2013,0,5809932,0,0,0,0,0
E-Commerce,5400000,operating,JPN,2012,400000,5000000,0,0,0,0,0
Mobile,5163408,acquired,USA,2011,0,3663408,0,0,0,1500000,0
Alytics,24300000,operating,USA,2012,0,24300000,0,0,0,0,0
Biotechnology,5743342,closed,USA,1997,0,3743342,0,0,0,0,0
Biotechnology,52500000,operating,USA,1996,0,37500000,0,0,0,0,15000000
Video,,acquired,USA,1997,0,0,0,0,0,0,0
HealthandWellness,,operating,USA,1991,0,0,0,0,0,0,0
HealthandWellness,137016455,operating,USA,2009,0,0,0,0,0,0,137016455
SocialMedia,150000,operating,,2013,0,0,0,150000,0,0,0
Hardware+Software,900000,operating,ISR,2006,0,900000,0,0,0,0,0
CleanTechnology,558101,operating,USA,,0,0,0,0,0,558101,0
Opinions,51464,operating,ESP,2012,51464,0,0,0,0,0,0
Medical,,operating,USA,2009,0,0,0,0,0,0,0
,,operating,USA,,0,0,0,0,0,0,0
Medical,3000,operating,USA,2014,0,0,3000,0,0,0,0
Software,249990,operating,USA,,0,249990,0,0,0,0,0
CloudComputing,,operating,AUS,2010,0,0,0,0,0,0,0
Content,4000000,operating,USA,2010,3000000,1000000,0,0,0,0,0
Mobile,8400000,operating,USA,1997,0,8400000,0,0,0,0,0
Fashion,12122011,operating,,2007,0,0,0,0,0,0,12122011
Medical,,operating,USA,2007,0,0,0,0,0,0,0
MaterialScience,8906815,operating,USA,2011,1000000,6437500,0,0,0,1469315,0
Energy,600000,operating,USA,2011,0,0,0,0,0,0,0
HealthCare,30000000,operating,ISR,2004,0,30000000,0,0,0,0,0
,8035277,acquired,FRA,1990,0,8035277,0,0,0,0,0
SocialMedia,60000,operating,USA,2011,40000,0,0,0,0,20000,0
,,operating,IDN,,0,0,0,0,0,0,0
Alytics,1030000,operating,,,0,1030000,0,0,0,0,0
Biotechnology,20000000,operating,DNK,2009,0,20000000,0,0,0,0,0
Software,302500,operating,USA,2007,0,302500,0,0,0,0,0
Biotechnology,1327498,operating,USA,,0,1327498,0,0,0,0,0
Biotechnology,1193787,operating,USA,1997,0,0,0,0,0,1193787,0
HealthCare,18000000,operating,ISR,1996,0,18000000,0,0,0,0,0
Software,3000000,acquired,USA,,0,3000000,0,0,0,0,0
Biotechnology,,operating,GBR,,0,0,0,0,0,0,0
HealthCare,24170000,operating,USA,2008,0,24170000,0,0,0,0,0
,1555000,operating,USA,2000,0,865000,0,0,0,690000,0
Biotechnology,17818909,operating,USA,2006,0,14292621,0,0,0,3526288,0
,936000,operating,USA,,0,936000,0,0,0,0,0
HealthandWellness,1600000,operating,USA,,0,1600000,0,0,0,0,0
Medical,25000000,operating,USA,2007,0,19000000,0,0,0,6000000,0
Biotechnology,2147092,operating,USA,2004,0,2147092,0,0,0,0,0
HealthandWellness,5999000,operating,USA,,0,5999000,0,0,0,0,0
HealthCare,25000000,operating,USA,,0,25000000,0,0,0,0,0
Hardware+Software,122000,closed,SWE,,0,122000,0,0,0,0,0
HealthCare,2202375,operating,USA,2003,250000,352375,0,0,0,1600000,0
Software,1600000,operating,USA,2013,400000,1200000,0,0,0,0,0
Biotechnology,,operating,GBR,,0,0,0,0,0,0,0
Hardware+Software,14034692,acquired,USA,,0,14034692,0,0,0,0,0
Biotechnology,109000,operating,USA,2012,0,109000,0,0,0,0,0
Biotechnology,5000000,acquired,,2005,0,5000000,0,0,0,0,0
Biotechnology,46141000,operating,USA,2008,0,42500000,0,0,0,3641000,0
Biotechnology,12551875,operating,USA,2006,0,51875,0,0,0,12500000,0
Biotechnology,1327461,closed,GBR,,0,0,0,1327461,0,0,0
,8325000,acquired,USA,2002,0,7500000,0,0,0,825000,0
HealthCare,71988600,operating,USA,2009,0,68988600,0,0,3000000,0,0
Mobile,41346439,acquired,USA,2004,0,36678053,0,0,0,4668386,0
QRCodes,80000,operating,ARG,2008,0,0,0,0,0,0,0
Hardware+Software,1629549,operating,CHN,,0,1629549,0,0,0,0,0
Fashion,1695250,operating,USA,2002,0,1695250,0,0,0,0,0
Biotechnology,17024700,operating,ESP,2001,0,17024700,0,0,0,0,0
EnterpriseSoftware,,operating,USA,2000,0,0,0,0,0,0,0
,,operating,USA,2009,0,0,0,0,0,0,0
mHealth,651386,operating,,2010,651386,0,0,0,0,0,0
Insurance,150000000,operating,USA,2013,0,150000000,0,0,0,0,0
Families,50000,operating,USA,2013,0,0,0,0,0,0,0
CleanTechnology,1724199,operating,USA,2009,0,1724199,0,0,0,0,0
Oil,50000,operating,USA,,50000,0,0,0,0,0,0
News,1352569,operating,CHN,,0,1352569,0,0,0,0,0
Manufacturing,,operating,USA,2013,0,0,0,0,0,0,0
Alytics,3500000,operating,RUS,,0,3500000,0,0,0,0,0
,,operating,USA,2009,0,0,0,0,0,0,0
Biotechnology,15000000,operating,USA,1992,0,0,0,0,0,0,0
Consulting,,operating,USA,,0,0,0,0,0,0,0
EnterpriseSoftware,139500000,operating,USA,1980,0,4500000,0,0,0,0,135000000
Mobile,1100000,operating,,2011,1100000,0,0,0,0,0,0
Software,5832500,operating,USA,2010,5000000,832500,0,0,0,0,0
Software,5540000,closed,FRA,,0,5540000,0,0,0,0,0
,13555000,operating,USA,,0,13555000,0,0,0,0,0
Kids,14500000,operating,USA,2013,2500000,12000000,0,0,0,0,0
Mobile,100000,operating,RUS,2010,0,0,0,0,0,0,0
,100000,operating,,,100000,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
HealthandWellness,300000,operating,USA,2006,0,300000,0,0,0,0,0
LocalBusinesses,575000,operating,USA,2011,250000,325000,0,0,0,0,0
Fashion,2000000,operating,,,0,2000000,0,0,0,0,0
Fince,11216427,operating,GBR,2013,1216427,10000000,0,0,0,0,0
Oil,500000,operating,USA,,500000,0,0,0,0,0,0
HealthCare,14000000,operating,USA,2005,0,14000000,0,0,0,0,0
Medical,11812744,operating,USA,1998,0,11812744,0,0,0,0,0
,,operating,USA,2009,0,0,0,0,0,0,0
Software,2000000,operating,USA,,2000000,0,0,0,0,0,0
Biotechnology,2059161,operating,SWE,2011,0,2059161,0,0,0,0,0
HealthCare,16249935,operating,USA,2007,0,0,0,0,0,0,16249935
Mobile,3175000,operating,USA,2008,0,3175000,0,0,0,0,0
Biotechnology,,operating,USA,,0,0,0,0,0,0,0
CleanTechnology,45681891,operating,CAN,2005,0,45052684,0,0,629207,0,0
Hardware+Software,52710155,operating,USA,2005,0,48635155,0,0,0,4075000,0
HealthandWellness,600000,operating,USA,2005,0,0,0,0,0,600000,0
,20000,operating,USA,,20000,0,0,0,0,0,0
Biotechnology,,operating,CAN,,0,0,0,0,0,0,0
HealthCare,,operating,,,0,0,0,0,0,0,0
Biotechnology,2030090,operating,USA,2003,0,1892560,0,0,0,137530,0
Travel,50600000,operating,RUS,2010,0,50600000,0,0,0,0,0
CustomerService,20000,operating,,2012,20000,0,0,0,0,0,0
Entertainment,,operating,USA,2012,0,0,0,0,0,0,0
News,,operating,USA,2005,0,0,0,0,0,0,0
PublicRelations,125000,closed,,2012,125000,0,0,0,0,0,0
,,operating,USA,,0,0,0,0,0,0,0
Travel&Tourism,1150000,operating,TUR,2013,0,0,0,0,0,0,0
Manufacturing,4475000,operating,USA,2013,0,4175000,0,300000,0,0,0
Biotechnology,10619994,operating,USA,2002,0,0,0,0,0,10619994,0
Messaging,3800000,acquired,USA,2008,0,3800000,0,0,0,0,0
CleanTechnology,6413140,operating,CHE,,0,6413140,0,0,0,0,0
VideoGames,450000,operating,ESP,2012,0,450000,0,0,0,0,0
,3200000,operating,USA,2010,0,3200000,0,0,0,0,0
Biotechnology,4100000,operating,USA,,0,4100000,0,0,0,0,0
Hardware+Software,150000,operating,USA,2010,0,0,0,0,0,150000,0
Biotechnology,143400000,operating,USA,2008,0,143400000,0,0,0,0,0
Software,,operating,USA,2010,0,0,0,0,0,0,0
Video,,operating,,,0,0,0,0,0,0,0
Mobile,850000,operating,USA,2011,425000,425000,0,0,0,0,0
HealthCare,40000,operating,USA,,40000,0,0,0,0,0,0
,,operating,USA,,0,0,0,0,0,0,0
,2256477,operating,USA,,0,0,0,0,2256477,0,0
ReviewsandRecommendations,122000,operating,GBR,2012,122000,0,0,0,0,0,0
,88497,operating,KOR,2013,88497,0,0,0,0,0,0
SmallandMediumBusinesses,,operating,CAN,2013,0,0,0,0,0,0,0
Automotive,3859800,operating,FRA,2007,0,3859800,0,0,0,0,0
Software,13500000,acquired,USA,2002,0,13500000,0,0,0,0,0
RealEstate,33000,operating,ESP,2013,33000,0,0,0,0,0,0
Hospitality,325000,operating,USA,2014,0,0,0,0,0,325000,0
Software,,operating,USA,2013,0,0,0,0,0,0,0
Security,100000,operating,USA,2014,0,0,100000,0,0,0,0
Mobile,2000000,operating,AUS,2010,2000000,0,0,0,0,0,0
VentureCapital,25000000,operating,ISR,2012,0,25000000,0,0,0,0,0
CuratedWeb,540000,operating,USA,2008,0,0,0,0,0,540000,0
Retail,85300000,closed,,1999,0,0,0,55300000,0,30000000,0
Biotechnology,666667,operating,USA,,0,0,0,0,0,666667,0
Games,4265969,operating,CHN,2004,0,2062868,0,2203101,0,0,0
SocialMedia,,operating,,,0,0,0,0,0,0,0
Video,29926738,operating,USA,2006,0,29926738,0,0,0,0,0
Hotels,7235000,operating,USA,,0,0,0,0,7235000,0,0
SocialMedia,6300000,operating,USA,,0,6300000,0,0,0,0,0
Video,15000,operating,USA,2009,15000,0,0,0,0,0,0
Software,6800000,operating,USA,2012,0,6800000,0,0,0,0,0
CuratedWeb,6500000,closed,USA,2011,0,6500000,0,0,0,0,0
InformationServices,,operating,USA,2010,0,0,0,0,0,0,0
ReviewsandRecommendations,99000000,operating,ISR,2006,1000000,98000000,0,0,0,0,0
HealthandWellness,150000,operating,USA,2012,0,0,0,0,0,150000,0
HealthandWellness,188375,operating,USA,,0,188375,0,0,0,0,0
Sports,,operating,USA,2012,0,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
CleanTechnology,,operating,USA,2005,0,0,0,0,0,0,0
Software,12000000,acquired,USA,1997,0,12000000,0,0,0,0,0
Aerospace,,operating,USA,2014,0,0,0,0,0,0,0
Manufacturing,,operating,USA,1983,0,0,0,0,0,0,0
Fashion,16725800,operating,,2012,0,16725800,0,0,0,0,0
Travel,144150,operating,PRT,2011,0,0,0,0,0,0,0
Alytics,892000,operating,USA,2011,850000,0,0,0,0,0,0
CRM,20118,closed,IRL,2012,20118,0,0,0,0,0,0
,,operating,USA,,0,0,0,0,0,0,0
MobileGames,9000000,operating,GBR,2010,0,9000000,0,0,0,0,0
Graphics,3500000,operating,NOR,2011,0,3500000,0,0,0,0,0
BrandMarketing,1333984,operating,USA,2009,0,1333984,0,0,0,0,0
EnterpriseSoftware,7500000,acquired,USA,2008,2000000,5500000,0,0,0,0,0
HomeOwners,22000,operating,USA,2012,22000,0,0,0,0,0,0
Advertising,209000,operating,USA,2004,0,209000,0,0,0,0,0
,,operating,USA,2012,0,0,0,0,0,0,0
Communities,14400000,acquired,USA,2006,0,12000000,0,0,0,0,0
HealthandWellness,432000,operating,USA,2013,432000,0,0,0,0,0,0
Mobile,17000000,acquired,,2001,0,17000000,0,0,0,0,0
Hardware+Software,10711500,operating,USA,2008,2000000,5300000,0,0,0,3411500,0
Games,23300000,acquired,USA,2007,0,23300000,0,0,0,0,0
MobileEnterprise,3220000,operating,USA,2001,0,3220000,0,0,0,0,0
Travel,20000,operating,,2013,20000,0,0,0,0,0,0
Games,23600000,operating,USA,2012,0,15000000,0,0,0,0,0
Medical,2121849,operating,USA,2010,1605474,0,0,0,0,516375,0
Biotechnology,8454877,operating,USA,,0,8454877,0,0,0,0,0
Biotechnology,81999920,operating,USA,2011,0,81999920,0,0,0,0,0
SocialMedia,200000,operating,,2010,200000,0,0,0,0,0,0
BloggingPlatforms,,acquired,FRA,2004,0,0,0,0,0,0,0
Retail,,operating,,2012,0,0,0,0,0,0,0
Sports,5725109,operating,USA,2012,3475109,1800000,0,0,0,0,450000
B2B,1179052,operating,CAN,1995,0,1006691,0,0,0,0,0
CuratedWeb,,operating,USA,2012,0,0,0,0,0,0,0
Games,138533,operating,CAN,2008,138533,0,0,0,0,0,0
Technology,51143126,operating,USA,,0,51143126,0,0,0,0,0
Apps,800000,operating,USA,2013,800000,0,0,0,0,0,0
E-Commerce,8486594,operating,CAN,2010,0,8486594,0,0,0,0,0
Alytics,42372,operating,BRA,2009,42372,0,0,0,0,0,0
LeadGeneration,210000000,operating,USA,2000,0,0,0,0,0,60000000,150000000
Hardware+Software,12900000,acquired,ISR,2004,0,12900000,0,0,0,0,0
Software,37150285,operating,USA,2003,0,37150285,0,0,0,0,0
E-Commerce,2111760,,USA,1995,0,2111760,0,0,0,0,0
CuratedWeb,269999,operating,USA,2007,0,199999,0,0,0,70000,0
SocialMediaMonitoring,20500000,acquired,USA,1995,0,20500000,0,0,0,0,0
WebHosting,86614304,operating,USA,2000,0,68614304,0,0,0,10000000,8000000
Advertising,,acquired,GBR,1998,0,0,0,0,0,0,0
Software,6000000,operating,USA,2000,0,6000000,0,0,0,0,0
SocialMediaMagement,,operating,USA,2014,0,0,0,0,0,0,0
FreetoPlayGaming,270000,operating,USA,2013,170000,100000,0,0,0,0,0
SocialMedia,5300000,operating,ISR,2009,0,5300000,0,0,0,0,0
Media,7975241,operating,USA,2006,0,7975241,0,0,0,0,0
HumanResources,,operating,GBR,2010,0,0,0,0,0,0,0
Entertainment,,operating,ESP,2013,0,0,0,0,0,0,0
MobileCommerce,3027813,operating,GBR,2011,1573033,0,1010446,0,444334,0,0
Bitcoin,1221008,operating,USA,,0,1221008,0,0,0,0,0
Cosmetics,,operating,USA,2013,0,0,0,0,0,0,0
Semiconductors,303750,operating,USA,1999,0,303750,0,0,0,0,0
Mobile,2500000,operating,USA,2012,2500000,0,0,0,0,0,0
Manufacturing,10000000,operating,USA,1906,0,10000000,0,0,0,0,0
Consulting,2758,operating,FRA,2012,2758,0,0,0,0,0,0
Biotechnology,3000000,operating,USA,2010,0,3000000,0,0,0,0,0
BusinessInformationSystems,19300000,operating,USA,2011,0,19300000,0,0,0,0,0
ConsumerElectronics,2100000,operating,USA,2013,2100000,0,0,0,0,0,0
Leisure,4748400,operating,FRA,2005,0,4748400,0,0,0,0,0
FinceTechnology,250000,operating,NLD,2012,250000,0,0,0,0,0,0
Mobile,300000,operating,USA,2009,100000,0,0,0,0,0,0
Education,40000,operating,DZA,,40000,0,0,0,0,0,0
MobileCommerce,1000000,operating,TWN,2010,1000000,0,0,0,0,0,0
HealthandWellness,5149000,operating,USA,,0,5149000,0,0,0,0,0
EnterpriseSoftware,9620000,operating,USA,2011,0,9620000,0,0,0,0,0
SocialCommerce,181000,operating,GBR,,24000,0,0,0,0,0,0
CleanTechnology,28800000,operating,USA,2007,0,28800000,0,0,0,0,0
InternetMarketing,39300000,operating,USA,2006,0,39300000,0,0,0,0,0
Mobile,1350000,operating,USA,2011,1350000,0,0,0,0,0,0
OnlineRental,40000,operating,GBR,2007,40000,0,0,0,0,0,0
DigitalMedia,2685000,operating,USA,2010,2685000,0,0,0,0,0,0
,40000,operating,,,40000,0,0,0,0,0,0
SaaS,7330000,operating,USA,2010,0,7330000,0,0,0,0,0
DataSecurity,6000000,operating,CHN,2011,0,6000000,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
FinceTechnology,,operating,LBN,2011,0,0,0,0,0,0,0
Search,,operating,,2011,0,0,0,0,0,0,0
Biotechnology,26700000,operating,GBR,1997,0,26700000,0,0,0,0,0
notechnology,11400000,operating,USA,2002,0,11400000,0,0,0,0,0
Software,8030000,operating,FRA,2001,0,8030000,0,0,0,0,0
Security,2000000,operating,USA,2013,0,0,0,2000000,0,0,0
Software,3359105,,GBR,2012,0,3359105,0,0,0,0,0
E-Commerce,198260,operating,GBR,2013,0,0,0,0,198260,0,0
Biotechnology,11641253,operating,GBR,,0,5422645,0,6218608,0,0,0
Biotechnology,909150,operating,GBR,2013,909150,0,0,0,0,0,0
Biotechnology,227287,operating,GBR,2011,227287,0,0,0,0,0,0
Biotechnology,106550010,operating,GBR,2002,0,106550010,0,0,0,0,0
notechnology,211725149,operating,GBR,2005,0,100321601,0,50793491,0,0,60610057
WebHosting,4800000,operating,USA,,0,4800000,0,0,0,0,0
CleanTechnology,1200000,operating,USA,2000,0,1200000,0,0,0,0,0
Biotechnology,7823378,operating,GBR,2008,0,0,0,7823378,0,0,0
CleanTechnology,4189944,operating,GBR,,0,4189944,0,0,0,0,0
Semiconductors,10000000,operating,USA,1992,0,10000000,0,0,0,0,0
CleanTechnology,3688584,operating,USA,2006,0,3688584,0,0,0,0,0
Biotechnology,7500000,operating,USA,1988,0,7500000,0,0,0,0,0
Crowdsourcing,1220000,operating,,2012,1220000,0,0,0,0,0,0
MedicalDevices,1425000,operating,USA,,0,0,0,0,0,1425000,0
Biotechnology,36611963,operating,GBR,2002,0,20935261,0,15676702,0,0,0
Hospitality,,operating,USA,2014,0,0,0,0,0,0,0
Software,5000000,operating,USA,2004,0,5000000,0,0,0,0,0
notechnology,22455181,acquired,GBR,,0,14034694,0,8420487,0,0,0
Hardware+Software,4520000,operating,GBR,2003,0,4520000,0,0,0,0,0
HealthCare,1037802,operating,GBR,,800958,0,0,236844,0,0,0
Biotechnology,53324213,operating,,,0,20908870,0,32415343,0,0,0
HealthCare,1132930,operating,GBR,,0,1132930,0,0,0,0,0
WebCMS,,operating,CYP,2012,0,0,0,0,0,0,0
HealthandWellness,699999,operating,USA,2003,0,699999,0,0,0,0,0
Biotechnology,10650000,operating,USA,,0,5250000,0,0,0,0,0
Events,1514605,,BEL,2007,71160,1443445,0,0,0,0,0
,1596003,operating,GBR,,0,1596003,0,0,0,0,0
Biotechnology,26500000,operating,GBR,2007,0,26500000,0,0,0,0,0
Biotechnology,2630000,operating,,2008,0,2630000,0,0,0,0,0
Biotechnology,5922024,operating,USA,2003,0,5922024,0,0,0,0,0
CuratedWeb,1190000,closed,,,0,1190000,0,0,0,0,0
SocialMedia,20000,operating,USA,2013,20000,0,0,0,0,0,0
ConsumerGoods,15600000,operating,USA,2011,3000000,11000000,0,0,0,0,0
Internet,1110000,operating,USA,2010,1010000,0,0,0,100000,0,0
E-Books,17000000,operating,USA,2012,3000000,14000000,0,0,0,0,0
Travel,20400000,acquired,USA,2008,0,20400000,0,0,0,0,0
Software,34000000,acquired,CAN,1991,0,34000000,0,0,0,0,0
Manufacturing,981000,operating,USA,2010,0,981000,0,0,0,0,0
,1052439,operating,AUS,,1052439,0,0,0,0,0,0
Hardware+Software,41289900,acquired,USA,2004,0,40539900,0,0,0,750000,0
HealthandWellness,200000,operating,USA,2006,0,0,0,0,0,200000,0
CuratedWeb,,operating,CYM,,0,0,0,0,0,0,0
Software,2250,operating,USA,2011,0,2250,0,0,0,0,0
OnlineShopping,271000000,operating,RUS,1998,0,21000000,0,0,0,0,250000000
CuratedWeb,7800000,operating,IND,2006,0,7800000,0,0,0,0,0
Fashion,14500000,operating,AUS,2006,0,14500000,0,0,0,0,0
Hospitality,250000,operating,USA,2011,0,0,0,0,0,0,0
MobileSocial,53000000,operating,HKG,2004,500000,52500000,0,0,0,0,0
Security,11512602,operating,USA,1995,0,6000000,0,0,569999,4942603,0
News,25399988,operating,USA,2012,5399988,20000000,0,0,0,0,0
CleanTechnology,,operating,CAN,1991,0,0,0,0,0,0,0
,475661,operating,GBR,,0,475661,0,0,0,0,0
E-Commerce,342500,operating,ITA,2011,0,342500,0,0,0,0,0
Alytics,,operating,BEL,,0,0,0,0,0,0,0
Internet,200000,operating,ESP,2010,0,0,0,0,0,0,0
Software,250000000,operating,USA,1979,0,0,0,0,0,0,250000000
Biotechnology,2000011,operating,USA,2009,850000,1150011,0,0,0,0,0
CleanTechnology,13623000,acquired,DEU,,0,13623000,0,0,0,0,0
Fince,1400000,operating,USA,2012,200000,1200000,0,0,0,0,0
notechnology,,operating,,2004,0,0,0,0,0,0,0
Hardware+Software,28289100,operating,NLD,2008,0,28289100,0,0,0,0,0
,,closed,USA,2007,0,0,0,0,0,0,0
Hardware+Software,,operating,DEU,,0,0,0,0,0,0,0
Games,,operating,USA,2011,0,0,0,0,0,0,0
Consulting,525000,operating,USA,1991,525000,0,0,0,0,0,0
Semiconductors,86000000,acquired,,,0,86000000,0,0,0,0,0
Software,98000,operating,USA,2009,0,0,0,0,0,98000,0
Mobile,950000,operating,USA,2011,0,150000,0,0,0,0,0
Software,4020000,operating,DEU,1995,0,4020000,0,0,0,0,0
ConsumerGoods,,operating,USA,2014,0,0,0,0,0,0,0
Nonprofits,40000,operating,GBR,2012,40000,0,0,0,0,0,0
PublicTransportation,4990000,operating,USA,2003,0,4990000,0,0,0,0,0
,,acquired,USA,1975,0,0,0,0,0,0,0
Design,620000,operating,USA,2011,620000,0,0,0,0,0,0
Biotechnology,12288,operating,CAN,2004,12288,0,0,0,0,0,0
Biotechnology,255220000,operating,USA,2004,0,234720000,0,0,0,20500000,0
Wireless,256900000,operating,USA,,0,38900000,0,0,0,0,218000000
BusinessProductivity,3000000,operating,USA,,0,0,0,0,0,0,0
Hardware+Software,1811941,operating,USA,2011,1811941,0,0,0,0,0,0
E-Commerce,1956597,operating,USA,2008,5000,1951597,0,0,0,0,0
Messaging,11996519,operating,USA,,0,11996519,0,0,0,0,0
ConsumerGoods,809179,operating,GBR,2003,809179,0,0,0,0,0,0
Hardware+Software,350000,closed,USA,2007,0,350000,0,0,0,0,0
InformationTechnology,409535,operating,USA,2014,0,409535,0,0,0,0,0
RealEstate,750000,operating,USA,2012,0,750000,0,0,0,0,0
AllStudents,,operating,,2011,0,0,0,0,0,0,0
WebHosting,1300000,operating,USA,2014,1300000,0,0,0,0,0,0
Software,16797295,operating,USA,2003,0,0,0,14000000,0,2797295,0
Hardware+Software,2000800,operating,USA,2003,0,2000800,0,0,0,0,0
SaaS,2000000,acquired,USA,,0,2000000,0,0,0,0,0
Software,41095600,acquired,SWE,2001,0,41095600,0,0,0,0,0
ConsumerElectronics,10000000,closed,USA,2002,0,10000000,0,0,0,0,0
EnterpriseSoftware,21170000,acquired,USA,2002,0,21170000,0,0,0,0,0
EnterpriseSecurity,2000000,operating,USA,2012,0,0,0,0,0,0,0
ITMagement,5500000,operating,USA,2006,0,5500000,0,0,0,0,0
Software,105500000,acquired,USA,1998,0,45500000,0,0,0,0,60000000
Networking,135000,operating,CAN,2010,0,0,135000,0,0,0,0
Mobile,,operating,,,0,0,0,0,0,0,0
E-Commerce,685000,operating,USA,2009,0,685000,0,0,0,0,0
E-CommercePlatforms,10922700,operating,ESP,2011,0,10922700,0,0,0,0,0
Coffee,3355282,operating,GBR,2012,0,3355282,0,0,0,0,0
Manufacturing,2200000,operating,USA,2009,0,2200000,0,0,0,0,0
Fitness,2558000,operating,USA,2010,2558000,0,0,0,0,0,0
Billing,,,DEU,2012,0,0,0,0,0,0,0
Mobile,10000000,acquired,USA,1989,0,10000000,0,0,0,0,0
Payments,235536,,GBR,2012,235536,0,0,0,0,0,0
E-Commerce,17000000,,USA,2010,0,10000000,0,0,0,7000000,0
Biotechnology,360000,operating,USA,,0,360000,0,0,0,0,0
CuratedWeb,720000,operating,USA,2008,720000,0,0,0,0,0,0
Security,50000,operating,USA,2010,50000,0,0,0,0,0,0
Therapeutics,14647727,operating,USA,,0,14647727,0,0,0,0,0
OnlineRental,76937,operating,USA,2012,76937,0,0,0,0,0,0
Startups,,operating,,2010,0,0,0,0,0,0,0
Optimization,550000,operating,,2012,0,550000,0,0,0,0,0
